date,publisher,base,quote,rate
2026-06-17,bcb_ptax,USD,BRL,5.064100
2026-06-17,ecb,EUR,BRL,5.892900
2026-06-17,ecb,EUR,CHF,0.919300
2026-06-17,ecb,EUR,GBP,0.864630
2026-06-17,ecb,EUR,USD,1.159100
2026-06-18,bcb_ptax,EUR,BRL,5.920500
2026-06-18,bcb_ptax,USD,BRL,5.161300
2026-06-18,ecb,EUR,BRL,5.898900
2026-06-18,ecb,EUR,CHF,0.921800
2026-06-18,ecb,EUR,GBP,0.866380
2026-06-18,ecb,EUR,USD,1.146100
2026-06-19,bcb_ptax,EUR,BRL,5.897800
2026-06-19,bcb_ptax,USD,BRL,5.144200
2026-06-19,ecb,EUR,BRL,5.917300
2026-06-19,ecb,EUR,CHF,0.924800
2026-06-19,ecb,EUR,GBP,0.866530
2026-06-19,ecb,EUR,USD,1.146700
2026-06-22,bcb_ptax,EUR,BRL,5.876000
2026-06-22,bcb_ptax,USD,BRL,5.139500
2026-06-22,ecb,EUR,BRL,5.902000
2026-06-22,ecb,EUR,CHF,0.925700
2026-06-22,ecb,EUR,GBP,0.864680
2026-06-22,ecb,EUR,USD,1.145600
2026-06-23,bcb_ptax,EUR,BRL,5.890400
2026-06-23,bcb_ptax,USD,BRL,5.174300
2026-06-23,ecb,EUR,BRL,5.892500
2026-06-23,ecb,EUR,CHF,0.922500
2026-06-23,ecb,EUR,GBP,0.862000
2026-06-23,ecb,EUR,USD,1.139200
2026-06-24,bcb_ptax,EUR,BRL,5.912600
2026-06-24,bcb_ptax,USD,BRL,5.209800
2026-06-24,ecb,EUR,BRL,5.896300
2026-06-24,ecb,EUR,CHF,0.921600
2026-06-24,ecb,EUR,GBP,0.861650
2026-06-24,ecb,EUR,USD,1.134000
2026-06-25,bcb_ptax,EUR,BRL,5.907900
2026-06-25,bcb_ptax,USD,BRL,5.189200
2026-06-25,ecb,EUR,BRL,5.900000
2026-06-25,ecb,EUR,CHF,0.922300
2026-06-25,ecb,EUR,GBP,0.861830
2026-06-25,ecb,EUR,USD,1.134200
2026-06-26,bcb_ptax,EUR,BRL,5.895300
2026-06-26,bcb_ptax,USD,BRL,5.169500
2026-06-26,ecb,EUR,BRL,5.901000
2026-06-26,ecb,EUR,CHF,0.921800
2026-06-26,ecb,EUR,GBP,0.862530
2026-06-26,ecb,EUR,USD,1.140100
2026-06-29,bcb_ptax,EUR,BRL,5.908700
2026-06-29,bcb_ptax,USD,BRL,5.171700
2026-06-29,ecb,EUR,BRL,5.889900
2026-06-29,ecb,EUR,CHF,0.922200
2026-06-29,ecb,EUR,GBP,0.862150
2026-06-29,ecb,EUR,USD,1.140600
2026-06-30,bcb_ptax,EUR,BRL,5.910600
2026-06-30,bcb_ptax,USD,BRL,5.176600
2026-06-30,ecb,EUR,BRL,5.900300
2026-06-30,ecb,EUR,CHF,0.922400
2026-06-30,ecb,EUR,GBP,0.861780
2026-06-30,ecb,EUR,USD,1.139400
2026-07-01,bcb_ptax,EUR,BRL,5.914500
2026-07-01,bcb_ptax,USD,BRL,5.195000
2026-07-01,ecb,EUR,BRL,5.904800
2026-07-01,ecb,EUR,CHF,0.923400
2026-07-01,ecb,EUR,GBP,0.859730
2026-07-01,ecb,EUR,USD,1.138300
2026-07-02,bcb_ptax,EUR,BRL,5.947200
2026-07-02,bcb_ptax,USD,BRL,5.194500
2026-07-02,ecb,EUR,BRL,5.928600
2026-07-02,ecb,EUR,CHF,0.920000
2026-07-02,ecb,EUR,GBP,0.856650
2026-07-02,ecb,EUR,USD,1.139900
2026-07-03,bcb_ptax,EUR,BRL,5.915400
2026-07-03,bcb_ptax,USD,BRL,5.171700
2026-07-03,ecb,EUR,BRL,5.948600
2026-07-03,ecb,EUR,CHF,0.919000
2026-07-03,ecb,EUR,GBP,0.857200
2026-07-03,ecb,EUR,USD,1.144800
2026-07-06,bcb_ptax,EUR,BRL,5.904300
2026-07-06,bcb_ptax,USD,BRL,5.167000
2026-07-06,ecb,EUR,BRL,5.913000
2026-07-06,ecb,EUR,CHF,0.920100
2026-07-06,ecb,EUR,GBP,0.855380
2026-07-06,ecb,EUR,USD,1.141500
2026-07-07,bcb_ptax,EUR,BRL,5.878600
2026-07-07,bcb_ptax,USD,BRL,5.145800
2026-07-07,ecb,EUR,BRL,5.878100
2026-07-07,ecb,EUR,CHF,0.921800
2026-07-07,ecb,EUR,GBP,0.854110
2026-07-07,ecb,EUR,USD,1.143300
